"actorid";"name";"sex"
552297;"Garrison, Rob (I)";"M"
552314;"Garrison, Sean (I)";"M"
552360;"Garrity, Joseph T.";"M"
552377;"Garritzmann, Ulf";"M"
552378;"Garrivier, Victor";"M"
552405;"Garrone, Luigi";"M"
552441;"Garroway, Lloyd";"M"
552442;"Garruba, Sammy";"M"
552482;"Garry, Robert (I)";"M"
552544;"Garson, John (I)";"M"
552553;"Garson, Willie";"M"
552556;"Garst, Brendan";"M"
552591;"Garth, David (I)";"M"
552593;"Garth, DJ";"M"
552602;"Garth, Michael (I)";"M"
552604;"Garth, Otis";"M"
552619;"Garti, Steve";"M"
552620;"Gartin, Christopher";"M"
552629;"Gartland, Mike";"M"
552684;"Garton, Roy Lewis";"M"
552700;"Gartside, Julian";"M"
552716;"Garupi, Altin";"M"
552717;"Garupi, Gezim";"M"
552737;"Garven, Casey";"M"
552747;"Garver, Fred Garbo";"M"
552750;"Garver, James";"M"
552775;"Garvey, David";"M"
552797;"Garvey, Michael (II)";"M"
552813;"Garvey, Ray";"M"
552817;"Garvey, Steve (I)";"M"
552841;"Garvin, Brian Reed";"M"
552882;"Garvin, Robert (I)";"M"
552916;"Garwood, Kelton";"M"
552957;"Gary, Bob (II)";"M"
552982;"Gary, Gene";"M"
552988;"Gary, Harold";"M"
553026;"Gary, Paul (I)";"M"
553066;"Garza II, J. Armin";"M"
553076;"Garza, Adrian (I)";"M"
553130;"Garza, Eduardo Cavazos";"M"
553160;"Garza, Jaime (I)";"M"
553210;"Garza, Michael (III)";"M"
553364;"Gas Huffer";"M"
553372;"Gas, Mario";"M"
553407;"Gasbarro, Scott";"M"
553419;"Gasca, Kevin";"M"
553441;"Gasco, Ernesto";"M"
553466;"Gascon, Gabriel";"M"
553480;"Gascoyne, Geoff";"M"
553598;"Gaskill, Andy";"M"
553664;"Gaskins, William K.";"M"
553674;"Gasman, David";"M"
553742;"Gaspar, Luís (III)";"M"
553793;"Gaspari, Gigi";"M"
553869;"Gasper, Dean";"M"
553939;"Gass, Kyle";"M"
553982;"Gasser, Jim";"M"
553997;"Gasser, Wolfgang";"M"
554019;"Gassman, Alessandro";"M"
554030;"Gassman, Vittorio";"M"
554056;"Gasso, Jim";"M"
554077;"Gasster, David";"M"
554105;"Gastaldi, Antonio";"M"
554135;"Gastel, Rick van";"M"
554141;"Gastelum, Arturo";"M"
554192;"Gaston, Carter";"M"
554200;"Gaston, F. Curtis";"M"
554221;"Gaston, Michael (I)";"M"
554228;"Gaston, Ralph";"M"
554246;"Gaston-Dreyfus, Gilles";"M"
554339;"Gatell, Clyde";"M"
554361;"Gately, Robert";"M"
554375;"Gatens, Terry";"M"
554433;"Gates, Curtis";"M"
554434;"Gates, Damien";"M"
554459;"Gates, Hilliard";"M"
554498;"Gates, Larry (I)";"M"
554507;"Gates, Mark (II)";"M"
554528;"Gates, Quitman";"M"
554531;"Gates, Ransom";"M"
554534;"Gates, Richard (I)";"M"
554535;"Gates, Robert (I)";"M"
554536;"Gates, Robert (II)";"M"
554549;"Gates, Spencer";"M"
554568;"Gates, Travis";"M"
554574;"Gates, William";"M"
554576;"Gates, Willie";"M"
554591;"Gatewood, Jefferson";"M"
554603;"Gatewood, Yusuf";"M"
554684;"Gatinois, Jonathan";"M"
554685;"Gatins, John";"M"
554687;"Gatiss, Dean";"M"
554701;"Gatliff, Frank";"M"
554721;"Gatlin, Jerry";"M"
554730;"Gatlin, Mickey";"M"
554738;"Gatling, F. Pierre";"M"
554765;"Gaton, Clack";"M"
554826;"Gatt, Jade";"M"
554830;"Gatt, Joseph";"M"
554847;"Gattas, Brian";"M"
554947;"Gatto, Dan";"M"
554955;"Gatto, Gregory";"M"
554981;"Gattorno, Francisco";"M"
555021;"Gatzios, Giorgios";"M"
555038;"Gau, Robin";"M"
555088;"Gauchy, Eric";"M"
555236;"Gaudioso, Anthony";"M"
555242;"Gaudis, Gilles";"M"
555247;"Gaudlitz, Wolf";"M"
555325;"Gauger, Stephane";"M"
555337;"Gaughan, Lawrence";"M"
555339;"Gaughan, Michael (I)";"M"
555355;"Gauguet, Philippe";"M"
555395;"Gaulden, George";"M"
555417;"Gaulke, James";"M"
555418;"Gaulke, Peter";"M"
555449;"Gault, Willie";"M"
555459;"Gaultier, Jean-Paul";"M"
555504;"Gaunt, Fred";"M"
555506;"Gaunt, James";"M"
555509;"Gaunt, Michael";"M"
555536;"Gauny, Jerry";"M"
555537;"Gauny, Sam";"M"
555546;"Gaup, Mikkel";"M"
555635;"Gaut, Slim";"M"
555683;"Gauthier, Alain (I)";"M"
555704;"Gauthier, Craig";"M"
555707;"Gauthier, Dan";"M"
555820;"Gautier, Christophe (I)";"M"
555840;"Gautier, Jean-Yves";"M"
555841;"Gautier, Jorge";"M"
555862;"Gautler, Nilgün";"M"
555877;"Gautreaux, David";"M"
555924;"Gauwloos, Salim";"M"
555977;"Gavanelli, Paolo";"M"
556032;"Gaver, Duffy";"M"
556054;"Gavier, Bill";"M"
556086;"Gavilanes, Julio";"M"
556131;"Gavin, Don";"M"
556148;"Gavin, Jake (I)";"M"
556150;"Gavin, James (I)";"M"
556154;"Gavin, James W.";"M"
556157;"Gavin, John (I)";"M"
556183;"Gavin, Robert (I)";"M"
556193;"Gavin, Weston";"M"
556196;"Gavin, William J.";"M"
556274;"Gavor, Radu";"M"
556291;"Gavriel, Bashir";"M"
556294;"Gavriel, Uri";"M"
556443;"Gawley, Steve";"M"
556446;"Gawlick, Chris (I)";"M"
556513;"Gay, Barry";"M"
556514;"Gay, Benjamin T.";"M"
556566;"Gay, John (IV)";"M"
556567;"Gay, John (V)";"M"
556578;"Gay, Lu";"M"
556587;"Gay, Michael (III)";"M"
556596;"Gay, Norman (II)";"M"
556631;"Gay, Walter (I)";"M"
556681;"Gaydu, Eddie";"M"
556694;"Gaye, Gregory";"M"
556723;"Gayess, Abdelhamid";"M"
556777;"Gayle, Gary";"M"
556781;"Gayle, Jackie";"M"
556802;"Gayle, Yohan";"M"
556831;"Gaylord, Chuck";"M"
556841;"Gaylord, Mitchell";"M"
556871;"Gaynes, George";"M"
556882;"Gaynor, Bob (I)";"M"
556924;"Gayo, Tomás";"M"
556972;"Gayton, Clark";"M"
557047;"Gazda, Michal (I)";"M"
557068;"Gaze, Christopher";"M"
557122;"Gazio, Christian";"M"
557128;"Gazit, Amit";"M"
557152;"Gaznick, Tony";"M"
557185;"Gazzana, Nic";"M"
557190;"Gazzaniga, Don (I)";"M"
557195;"Gazzara, Ben";"M"
557203;"Gazzarri, Bill";"M"
557218;"Gazzo, Michael V.";"M"
557311;"Ge, Lin";"M"
557325;"Ge, You";"M"
557435;"Geary, Bud";"M"
557455;"Geary, Joe (I)";"M"
557460;"Geary, Karl";"M"
557473;"Geary, Robert J.";"M"
557479;"Geary, Tim";"M"
557483;"Geas, Thomas A.";"M"
557540;"Gebeau, Paul";"M"
557551;"Gebelhoff, Stefan";"M"
557590;"Gebhardt, Allen";"M"
557662;"Gebrselassie, Bekele";"M"
557663;"Gebrsellasie, Haile";"M"
557705;"Gecks, Joe";"M"
557728;"Geddeis, Brian";"M"
557770;"Geddings, Lex D.";"M"
557787;"Gedeon, Conroy";"M"
557792;"Gedeon, Ray";"M"
557829;"Gedrick, Jason";"M"
557874;"Gee, David Michael";"M"
557884;"Gee, Errol";"M"
557909;"Gee, Julian";"M"
557948;"Gee, Soul";"M"
558024;"Geer, Kevin";"M"
558025;"Geer, Leonard P.";"M"
558036;"Geer, Thad";"M"
558041;"Geer, Will";"M"
558116;"Geets, Jean-Paul";"M"
558120;"Geeves, Peter";"M"
558250;"Gehler, Eric";"M"
558281;"Gehrard, Joseph";"M"
558295;"Gehrig, Ken";"M"
558296;"Gehrig, Lou";"M"
558321;"Gehring, Ted";"M"
558330;"Gehringer, Charlie";"M"
558356;"Gehrke, Steve (I)";"M"
558357;"Gehrke, Tom";"M"
558402;"Geidt, Jeremy";"M"
558425;"Geier, Paul";"M"
558482;"Geiger, Jack";"M"
558498;"Geiger, Kirk (I)";"M"
558514;"Geiger, Michael (II)";"M"
558576;"Geil, Joe";"M"
558679;"Geisler, Gustav (I)";"M"
558689;"Geisler, Lorenz";"M"
558692;"Geisler, Paul";"M"
558710;"Geisreiter, Eric";"M"
558712;"Geiss, Adam";"M"
558714;"Geiss, David";"M"
558869;"Gelani, Zia";"M"
558890;"Gelatto, Brian";"M"
558896;"Gelb, Bruce";"M"
558908;"Gelb, Richard";"M"
558955;"Gelbman, Larry";"M"
558968;"Geldart, Clarence";"M"
558970;"Geldart, Ed";"M"
558990;"Gelderman, Arnold";"M"
558999;"Geldof, Bob";"M"
559017;"Gelek, Ngawang";"M"
559059;"Gelfant, Alan";"M"
559191;"Geller, Marc (I)";"M"
559220;"Gellert, Hugo";"M"
559241;"Gelli, Cesare";"M"
559269;"Gellman, Paul";"M"
559271;"Gellman, Yani";"M"
559301;"Gelman, Jacob";"M"
559305;"Gelman, Larry";"M"
559364;"Gelt, Grant (I)";"M"
559365;"Gelt, Harry";"M"
559457;"Gemma, Giuliano";"M"
559485;"Gemmill, Charles";"M"
559495;"Gemora, Charles";"M"
559554;"Genaro, Tony";"M"
559617;"Genda, Tesshô";"M"
559623;"Gendel, Mike";"M"
559634;"Genders, Tuffy";"M"
559641;"Gendler, Paul (I)";"M"
559653;"Gendreau, Alain";"M"
559680;"Gendron, Laurent";"M"
559732;"Genelle, Richard";"M"
559750;"General (II)";"M"
559776;"Genereux, Jean Marc";"M"
559807;"Genest, Claude";"M"
559808;"Genest, Edmund";"M"
559816;"Genest, Émile";"M"
559823;"Geneste, Joris";"M"
559835;"Genet, Michael";"M"
559845;"Geneva, Louis";"M"
559847;"Genevie, Michael";"M"
559871;"Genge, Paul";"M"
559889;"Genick, Paul";"M"
559925;"Genius, Johnny";"M"
559950;"Genn, Leo";"M"
559956;"Genna, Vinny";"M"
559963;"Gennardo, Sabatino";"M"
559982;"Gennaro, Gino";"M"
559985;"Gennaro, Mimmo";"M"
560053;"Genov, Antony";"M"
560073;"Genovese, Anthony";"M"
560094;"Genovese, Mike";"M"
560107;"Genovese, Vito";"M"
560119;"Genovino, Max";"M"
560173;"Gent, Martin (I)";"M"
560189;"Gentchev, Maxim";"M"
560274;"Gentile, Guillermo";"M"
560307;"Gentile, Pino";"M"
560352;"Gentilini, Philibert";"M"
560409;"Gentner, Richard";"M"
560421;"Gentry, Beau (I)";"M"
560425;"Gentry, Bill (II)";"M"
560468;"Gentry, Jake";"M"
560481;"Gentry, Jonathon";"M"
560495;"Gentry, Mojo";"M"
560539;"Genty, François";"M"
560553;"Gentzen, Horst";"M"
560563;"Genuardi, Pietro";"M"
560670;"Geoffrey, Paul (I)";"M"
560676;"Geoffreys, Stephen";"M"
560713;"Geoghegan, Eamon";"M"
560776;"Georgalas, Demetre";"M"
560845;"George, A.P.";"M"
560896;"George, Bob (I)";"M"
560901;"George, Boy (I)";"M"
560906;"George, Brian (I)";"M"
560926;"George, Chief Dan";"M"
560927;"George, Chief Leonard";"M"
560940;"George, Christopher (I)";"M"
560966;"George, David (I)";"M"
560996;"George, Dywane";"M"
560998;"George, Earl";"M"
561011;"George, Eric (I)";"M"
561063;"George, Hal";"M"
561069;"George, Heinrich";"M"
561072;"George, Howard";"M"
561087;"George, Jack (I)";"M"
561105;"George, Jason (IX)";"M"
561114;"George, Joe (I)";"M"
561120;"George, John (I)";"M"
561158;"George, Kent";"M"
561173;"George, Len (I)";"M"
561205;"George, Matt (I)";"M"
561222;"George, Mike (I)";"M"
561227;"George, More";"M"
561232;"George, Nathan";"M"
561236;"George, Nelson (II)";"M"
561261;"George, Peter (II)";"M"
561262;"George, Peter (IV)";"M"
561281;"George, Rhett";"M"
561284;"George, Richard (I)";"M"
561294;"George, Robby";"M"
561395;"George, Wally";"M"
561403;"George, Wilson";"M"
561461;"Georges-Schar, Mykhaël";"M"
561466;"Georgescu, Alexandru";"M"
561488;"Georgeson, Tom";"M"
561500;"Georghe, Bogdan";"M"
561503;"Georghiou, Anthony";"M"
561531;"Georgiade, Nicholas";"M"
561536;"Georgiades, James (I)";"M"
561546;"Georgiadis, George";"M"
561667;"Georgijev, Alex";"M"
561764;"Georgopoulos, Dean";"M"
561795;"Georis, Bruno";"M"
561810;"Gephart, Don";"M"
561840;"Gera, Zoltán";"M"
561854;"Geraci, Ben";"M"
561880;"Geraghty, Aaron";"M"
561890;"Geraghty, Clive";"M"
561895;"Geraghty, Declan";"M"
561959;"Gerald, Matt";"M"
561960;"Gerald, Michael (I)";"M"
561978;"Geralden, James";"M"
562044;"Gerard, Ben";"M"
562064;"Gerard, Gil";"M"
562069;"Gerard, Greg";"M"
562086;"Gerard, Kurt";"M"
562123;"Gerard, Tommy (I)";"M"
562160;"Gerardy, Jean";"M"
562175;"Gerasimchuk, Alexei";"M"
562222;"Geray, Steven";"M"
562260;"Gerber, Andreas";"M"
562263;"Gerber, Bill (I)";"M"
562302;"Gerber, Jay";"M"
562304;"Gerber, Jerry (I)";"M"
562310;"Gerber, Mark";"M"
562312;"Gerber, Martin (I)";"M"
562349;"Gerbereck, George";"M"
562431;"Gerdes, George";"M"
562449;"Gerding, Richard";"M"
562467;"Gere, David (I)";"M"
562475;"Gere, Richard";"M"
562546;"Gerety, Joe";"M"
562548;"Gerety, Peter";"M"
562685;"Gerhart, Randall";"M"
562700;"Geri, Ettore";"M"
562703;"Geri, Maurizio";"M"
562723;"Gericke, Eugene";"M"
562805;"Gerlach, Bob";"M"
562842;"Gerlach, Robert L.";"M"
562867;"Gerlich, Jackie";"M"
562906;"Germain, Dennis (I)";"M"
562957;"Germaine, Bruce";"M"
562966;"Germaine, Rudolph";"M"
563045;"Germann, Greg (I)";"M"
563052;"Germann, Willi";"M"
563108;"Germe, André";"M"
563138;"Germond, Jack";"M"
563148;"Germs, The";"M"
563154;"Germán, Félix";"M"
563210;"Gernier, Jeremy";"M"
563231;"Gero, Edward";"M"
563297;"Geronimo, Mic";"M"
563345;"Gerrand, Fergus";"M"
563347;"Gerranio, Pierre";"M"
563350;"Gerrar, Henry";"M"
563360;"Gerrard, Charles K.";"M"
563367;"Gerrard, Donny";"M"
563388;"Gerrard, Tom (I)";"M"
563414;"Gerringer, Robert";"M"
563422;"Gerrish, Frank";"M"
563433;"Gerrits, Paul";"M"
563456;"Gerritty, Frank";"M"
563460;"Gerrity, Dan";"M"
563470;"Gerrold, David";"M"
563471;"Gerroll, Daniel";"M"
563474;"Gerron, Kurt";"M"
563484;"Gerry, Alex";"M"
563520;"Gerschwin, Mark";"M"
563537;"Gersh, David (II)";"M"
563548;"Gershaw, Gary (I)";"M"
563565;"Gershin, Scott Martin";"M"
563571;"Gershman, Nathan";"M"
563579;"Gershon, Charles";"M"
563611;"Gershwin, George";"M"
563616;"Gersicoff, Robert";"M"
563655;"Gerson, Roy";"M"
563798;"Gertsacov, Seth (I)";"M"
563827;"Gertz, Walter";"M"
563879;"Gervais, Ralph";"M"
563900;"Gervasi, James";"M"
563957;"Gerzevitz, Mike";"M"
564006;"Geschwind, Marc C.";"M"
564060;"Gesner, Zen";"M"
564083;"Gesser, Sam";"M"
564136;"Gestone, Anthony";"M"
564163;"Getchell, Sumner";"M"
564165;"Getens, Russell";"M"
564172;"Geter, Leo";"M"
564191;"Gething, Russ";"M"
564197;"Getinkaya, Ideal";"M"
564208;"Getlin, Scott";"M"
564227;"Gets, Malcolm";"M"
564252;"Gettinger, Don";"M"
564280;"Getty, Balthazar";"M"
564300;"Geturino, Max";"M"
564316;"Getz, John (I)";"M"
564317;"Getz, John (II)";"M"
564326;"Getz, Richard";"M"
564327;"Getz, Robert (I)";"M"
564346;"Getzoff, Daniel";"M"
564420;"Gevedon, Stephen";"M"
564474;"Gewertz, Bruce L.";"M"
564483;"Gewirtz, Perry";"M"
564514;"Geyer, Frank";"M"
564532;"Geyer, Peter (I)";"M"
564622;"Ghadban, Alle";"M"
564670;"Ghaffari, Mohammed";"M"
564719;"Ghalandari, Parvaneh";"M"
564820;"Ghani, Tanveer";"M"
564848;"Ghant, Neal";"M"
564988;"Ghavan, John";"M"
565018;"Ghazali, Yusmal";"M"
565055;"Ghazi, Sean";"M"
565063;"Ghazlo Sr., Anthony";"M"
565127;"Ghenescu, Constantin";"M"
565137;"Ghent, William";"M"
565184;"Gheorghiu, Petru";"M"
565200;"Gherardi, Charles (I)";"M"
565237;"Ghermanoff, George";"M"
565347;"Ghili, Abdel Ahmed";"M"
565370;"Ghini, Massimo";"M"
565371;"Ghini, Romano";"M"
565390;"Ghione, Piero";"M"
565397;"Ghiotta, Giancarlo";"M"
565400;"Ghir, Kulvinder";"M"
565413;"Ghiringhelli, Paul";"M"
565423;"Ghiselli, Evans";"M"
565448;"Ghitescu, Cristian";"M"
565460;"Ghizoni, Steve";"M"
565524;"Gholson, Schylar";"M"
565525;"Gholson, Trevor";"M"
565584;"Ghosal, Smaran";"M"
565634;"Ghosh, Biren (II)";"M"
565642;"Ghosh, Charuprakash";"M"
565652;"Ghosh, Dhiren";"M"
565861;"Ghost, Robert";"M"
565992;"Giachetti, Fosco";"M"
566018;"Giacobelli, Giovanni";"M"
566066;"Giacomini, Gino";"M"
566090;"Giaconi, Giovanni";"M"
566136;"Giaimo, Anthony";"M"
566177;"Giamalva, Joe A.";"M"
566185;"Giamatti, Marcus";"M"
566186;"Giamatti, Paul";"M"
566189;"Giambalvo, Louis";"M"
566200;"Giambelluc, Joseph C.";"M"
566212;"Giambra, Joey";"M"
566246;"Giammarino, Joseph";"M"
566252;"Giammella, Michael E.";"M"
566257;"Giammichele, Christian";"M"
566258;"Giammichele, Kieran";"M"
566264;"Giamo, Marc";"M"
566282;"Gian, Joseph";"M"
566298;"Giancana, Sam";"M"
566329;"Gianelli, Andrew";"M"
566347;"Gianette, Robert";"M"
566375;"Giangiulio, Nicholas J.";"M"
566377;"Giangrande, Anthony";"M"
566383;"Giangrande, Raffaele";"M"
566389;"Giangreco, Mark";"M"
566413;"Gianna, Corrado";"M"
566459;"Giannatos, Mihalis";"M"
566470;"Giannelli, Steve";"M"
566472;"Gianneo, Luis (I)";"M"
566522;"Giannini, Alex (II)";"M"
566534;"Giannini, Giancarlo";"M"
566576;"Giannone, Jay";"M"
566657;"Gianopoulos, David";"M"
566693;"Giant, Karl";"M"
566700;"Giantonelli, Thomas Giuseppe";"M"
566744;"Giardina, David";"M"
566795;"Giarraputo, Michael";"M"
566860;"Gibault, Thierry";"M"
566876;"Gibb, Donald";"M"
566879;"Gibb, Hunter";"M"
566917;"Gibbel, Ken";"M"
566974;"Gibbons, Billy";"M"
566975;"Gibbons, Blake";"M"
566976;"Gibbons, Bob (I)";"M"
567020;"Gibbons, Floyd";"M"
567043;"Gibbons, Joe (I)";"M"
567079;"Gibbons, Paul (I)";"M"
567095;"Gibbons, Sanford";"M"
567187;"Gibbs, David (I)";"M"
567188;"Gibbs, David (II)";"M"
567192;"Gibbs, David Gene";"M"
567227;"Gibbs, Harry (I)";"M"
567267;"Gibbs, Keith (I)";"M"
567274;"Gibbs, Kevan";"M"
567298;"Gibbs, Nigel";"M"
567299;"Gibbs, Norman Alexander";"M"
567300;"Gibbs, Okley";"M"
567353;"Gibbs, Timothy (I)";"M"
567374;"Gibby, Ross";"M"
567439;"Gibis, Tom";"M"
567490;"Gibney, Terrence";"M"
567583;"Gibson, Beau";"M"
567584;"Gibson, Ben (I)";"M"
567626;"Gibson, Cal";"M"
567642;"Gibson, Chic";"M"
567643;"Gibson, Chris (I)";"M"
567656;"Gibson, Christopher L.";"M"
567674;"Gibson, Dale";"M"
567683;"Gibson, Daniel Jamal";"M"
567688;"Gibson, Darryl";"M"
567725;"Gibson, Donal (I)";"M"
567726;"Gibson, Douglas (I)";"M"
567764;"Gibson, George (I)";"M"
567793;"Gibson, Henry (I)";"M"
567819;"Gibson, James (II)";"M"
567857;"Gibson, John (I)";"M"
567858;"Gibson, John (II)";"M"
567888;"Gibson, Joseph (II)";"M"
567910;"Gibson, Kenneth (I)";"M"
567912;"Gibson, Kenny";"M"
567934;"Gibson, Lance";"M"
567987;"Gibson, Mel (I)";"M"
568015;"Gibson, Moses";"M"
568054;"Gibson, Reginald (I)";"M"
568055;"Gibson, Reginald (II)";"M"
568092;"Gibson, Russell (II)";"M"
568096;"Gibson, Scott (I)";"M"
568127;"Gibson, Terel";"M"
568131;"Gibson, Thomas (I)";"M"
568160;"Gibson, Tyler (I)";"M"
568177;"Gibson, William (IV)";"M"
568203;"Gickel, Gerd";"M"
568210;"Gicquel, Roger";"M"
568223;"Giddens, Clearance";"M"
568245;"Gidding, Brad";"M"
568267;"Giddings, Peter F.";"M"
568279;"Gidea, James";"M"
568291;"Gideon, Jerry";"M"
568351;"Gieb, Joe";"M"
568363;"Giebenhain, Todd";"M"
568372;"Gieco, Giovanni";"M"
568417;"Gielgud, John";"M"
568418;"Gielgud, Piers";"M"
568439;"Giem, Gary";"M"
568455;"Gier, Michael";"M"
568461;"Gierasch, Stefan";"M"
568491;"Gierl, Craig";"M"
568496;"Giermann, Frederick";"M"
568533;"Gies, Jan";"M"
568671;"Gifaldi, Sam";"M"
568704;"Gifford, Alan (I)";"M"
568705;"Gifford, Alec";"M"
568719;"Gifford, Dan (I)";"M"
568723;"Gifford, Frank";"M"
568730;"Gifford, James (I)";"M"
568741;"Gifford, Justin (I)";"M"
568755;"Gifford, Patrick";"M"
568771;"Gifford, Willis B.";"M"
568782;"Gift, Roland";"M"
568811;"Gigante, Juju";"M"
568817;"Gigante, Tony";"M"
568851;"Giger, Werner";"M"
568854;"Gigeroff, Lex";"M"
568856;"Giggenbach, Robert";"M"
568881;"Gigl, Aloysius";"M"
568935;"Giglio, Sandro (I)";"M"
568940;"Giglio, Tony (I)";"M"
568968;"Gignoux, Alexis";"M"
569001;"Giguère, Sylvain";"M"
569026;"Gika, Hector C.";"M"
569104;"Gil, Antonio (VI)";"M"
569105;"Gil, Arturo";"M"
569119;"Gil, Chema";"M"
569132;"Gil, David (I)";"M"
569177;"Gil, Guillermo";"M"
569205;"Gil, Jorge (I)";"M"
569290;"Gil, Peter";"M"
569328;"Gil, Vincent (I)";"M"
569398;"Gilardi, Enrique";"M"
569430;"Gilberstadt, Brandon";"M"
569475;"Gilbert, Andrew S.";"M"
569489;"Gilbert, Ben (I)";"M"
569494;"Gilbert, Billy (I)";"M"
569508;"Gilbert, Brian (I)";"M"
569527;"Gilbert, Buddy";"M"
569532;"Gilbert, Charles (IV)";"M"
569614;"Gilbert, Ed";"M"
569635;"Gilbert, Frank (II)";"M"
569710;"Gilbert, Jeff (II)";"M"
569722;"Gilbert, Joe (II)";"M"
569727;"Gilbert, John (II)";"M"
569751;"Gilbert, Johnny (I)";"M"
569786;"Gilbert, Lance";"M"
569787;"Gilbert, Lauren (I)";"M"
569793;"Gilbert, Lewis (II)";"M"
569796;"Gilbert, Lou";"M"
569801;"Gilbert, Marcus (I)";"M"
569803;"Gilbert, Mark (I)";"M"
569829;"Gilbert, Mickey";"M"
569857;"Gilbert, Paul (II)";"M"
569868;"Gilbert, Philip (I)";"M"
569884;"Gilbert, Richard (VI)";"M"
569896;"Gilbert, Ron (I)";"M"
569931;"Gilbert, Ted (I)";"M"
569933;"Gilbert, Terry (I)";"M"
569942;"Gilbert, Tim (I)";"M"
569953;"Gilbert, Troy";"M"
569978;"Gilbert-Hill, Richard";"M"
570019;"Gilbertti, Glenn";"M"
570041;"Gilborn, Steven";"M"
570055;"Gilbreath, Jon";"M"
570068;"Gilbride, Joe";"M"
570111;"Gilchrist, Gilly";"M"
570131;"Gilchrist, Newton";"M"
570166;"Gildea, Brian";"M"
570175;"Gildea, Sean";"M"
570184;"Gilden, Michael";"M"
570194;"Gilder, Colin";"M"
570202;"Gilder, Sean";"M"
570213;"Gildin, Ken";"M"
570215;"Gilding, Antony";"M"
570240;"Giles III, Brooks";"M"
570316;"Giles, Jerry";"M"
570321;"Giles, John (IV)";"M"
570366;"Giles, Rhett";"M"
570372;"Giles, Ronald E.";"M"
570426;"Gilford, Jack (I)";"M"
570445;"Gilgreen, John";"M"
570459;"Gilhool, Nicholas K.";"M"
570523;"Gilker, Garth";"M"
570544;"Gilkey, Bernard";"M"
570556;"Gilks, Mark";"M"
570563;"Gill Jr., Will";"M"
570583;"Gill, Amrik";"M"
570587;"Gill, Andy (I)";"M"
570622;"Gill, Brian (I)";"M"
570644;"Gill, Cody";"M"
570673;"Gill, Earl";"M"
570714;"Gill, Jack (II)";"M"
570747;"Gill, John (I)";"M"
570749;"Gill, John (IV)";"M"
570762;"Gill, Jonothon";"M"
570896;"Gill, Tanner";"M"
570899;"Gill, Ted";"M"
570900;"Gill, Terry (I)";"M"
570906;"Gill, Tom (I)";"M"
570920;"Gill, Vince (I)";"M"
570965;"Gillan, Paul";"M"
570968;"Gillan, Tony";"M"
571002;"Gillard, Nick";"M"
571027;"Gillberg, Bengt";"M"
571048;"Gillen, Aidan";"M"
571049;"Gillen, Brett";"M"
571066;"Gillen, Jeff";"M"
571096;"Gillens, Benjamin";"M"
571112;"Gilleran, Charley";"M"
571146;"Gilles, Gilbert";"M"
571150;"Gilles, Joel";"M"
571159;"Gilles, Marcel Jean";"M"
571194;"Gillespie, Barry";"M"
571220;"Gillespie, Craig (III)";"M"
571230;"Gillespie, Dizzy";"M"
571252;"Gillespie, Harold";"M"
571267;"Gillespie, John (I)";"M"
571289;"Gillespie, Michael (I)";"M"
571314;"Gillespie, Robert (I)";"M"
571327;"Gillespie, Steve";"M"
571360;"Gillet, Hubert";"M"
571377;"Gillett, Aden";"M"
571380;"Gillett, Chris (I)";"M"
571437;"Gillette, Harry (II)";"M"
571439;"Gillette, James";"M"
571448;"Gillette, Larry R.";"M"
571466;"Gillette, Warrington";"M"
571474;"Gilley, Daryl";"M"
571480;"Gilley, Mickey";"M"
571520;"Gilliam, Burton";"M"
571570;"Gilliam, Seth";"M"
571572;"Gilliam, Stu";"M"
571573;"Gilliam, Terry";"M"
571593;"Gilliard Jr., Lawrence";"M"
571595;"Gilliard, Carl";"M"
571609;"Gillibrand, Robert";"M"
571627;"Gillie, Nick (II)";"M"
571637;"Gillies, Andrew (I)";"M"
571650;"Gillies, Dan (I)";"M"
571765;"Gilliland, Richard";"M"
571776;"Gillin, Hugh";"M"
571777;"Gillin, Jed";"M"
571822;"Gillingwater, Claude";"M"
571828;"Gilliom, Eric";"M"
571836;"Gillis, Alec";"M"
571868;"Gillis, James";"M"
571870;"Gillis, Jamie";"M"
571912;"Gillis, Shaun";"M"
571920;"Gillison, Douglas";"M"
572008;"Gillooly, Daniel J.";"M"
572012;"Gilloran, Dave";"M"
572023;"Gillott, Mark Alan";"M"
572084;"Gilman, Christopher (I)";"M"
572087;"Gilman, Dan (II)";"M"
572111;"Gilman, Larry";"M"
572137;"Gilman-Frederick, Dieffyd";"M"
572175;"Gilmer, Steven (I)";"M"
572187;"Gilmore, Andrew (I)";"M"
572189;"Gilmore, Andy";"M"
572190;"Gilmore, Art";"M"
572194;"Gilmore, Barney";"M"
572212;"Gilmore, Chris (V)";"M"
572230;"Gilmore, Denis";"M"
572252;"Gilmore, Gregg";"M"
572278;"Gilmore, Jerry";"M"
572285;"Gilmore, Jimmie Dale";"M"
572291;"Gilmore, Jonathan";"M"
572297;"Gilmore, Kevin";"M"
572331;"Gilmore, Phillip";"M"
572340;"Gilmore, Ryan (I)";"M"
572350;"Gilmore, Tex C.C.";"M"
572368;"Gilmour, Arthur D.";"M"
572375;"Gilmour, Doug";"M"
572383;"Gilmour, J.H.";"M"
572424;"Gilpatric, Roswell";"M"
572442;"Gilpin, Jack";"M"
572448;"Gilpin, Kris";"M"
572450;"Gilpin, Marc";"M"
572482;"Gilroy, Jack";"M"
572503;"Gilroy, Tom";"M"
