"movieid";"title";"year"
2441476;"The Hidden (1987)";"1987"
2441559;"The Hideous Sun Demon (1959)";"1959"
2441791;"The Hippie Revolution (1996)";"1996"
2441957;"The Hitch-Hiker (1953)";"1953"
2442181;"The Hollywood Knights (1980)";"1980"
2442666;"The Horse Whisperer (1998)";"1998"
2442759;"The Hot Spot (1990)";"1990"
2442836;"The Hour of the Pig (1993)";"1993"
2443071;"The House of Yes (1997)";"1997"
2443099;"The House of the Spirits (1993)";"1993"
2443201;"The Howling (1981)";"1981"
2443214;"The Hudsucker Proxy (1994)";"1994"
2443380;"The Hunchback of Notre Dame (1996)";"1996"
2443403;"The Hunger (1983)";"1983"
2443509;"The Hunt for Red October (1990)";"1990"
2443522;"The Hunted (1995)";"1995"
2443624;"The Hurricane (1999)";"1999"
2443655;"The Hustler (1961)";"1961"
2443779;"The Ice Storm (1997)";"1997"
2443864;"The Idolmaker (1980)";"1980"
2444103;"The Impostors (1998)";"1998"
2444128;"The In Crowd (2000)";"2000"
2444223;"The Incredible Journey (1963)";"1963"
2444273;"The Incredibly True Adventure of Two Girls in Love (1995)";"1995"
2444351;"The Indian in the Cupboard (1995)";"1995"
2444539;"The Inkwell (1994)";"1994"
2444638;"The Innocent Sleep (1996)";"1996"
2444642;"The Innocents (1961)";"1961"
2444704;"The Insider (1999)";"1999"
2444722;"The Inspector General (1949)";"1949"
2445189;"The Invisible Man (1933)";"1933"
2445248;"The Ipcress File (1965)";"1965"
2445287;"The Iron Giant (1999)";"1999"
2445390;"The Island of Dr. Moreau (1996)";"1996"
2445527;"The Jackal (1997)";"1997"
2445594;"The James Dean Story (1957)";"1957"
2445757;"The Jerk (1979)";"1979"
2445763;"The Jerky Boys (1995)";"1995"
2445832;"The Jewel of the Nile (1985)";"1985"
2445853;"The Jezebels (1975)";"1975"
2446143;"The Journey of August King (1995)";"1995"
2446151;"The Journey of Natty Gann (1985)";"1985"
2446203;"The Joy Luck Club (1993)";"1993"
2446248;"The Joyriders (1999)";"1999"
2446368;"The Jungle Book (1967)";"1967"
2446369;"The Jungle Book (1994)";"1994"
2446421;"The Juror (1996)";"1996"
2446494;"The Karate Kid (1984)";"1984"
2446501;"The Karate Kid, Part II (1986)";"1986"
2446644;"The Kentucky Fried Movie (1977)";"1977"
2446778;"The Kid (1921)";"1921"
2446782;"The Kid (2000)";"2000"
2446984;"The Killer Shrews (1959)";"1959"
2447022;"The Killing (1956)";"1956"
2447027;"The Killing Fields (1984)";"1984"
2447082;"The Killing of Sister George (1968)";"1968"
2447114;"The Kindred (1987)";"1987"
2447163;"The King and I (1956)";"1956"
2447164;"The King and I (1999)";"1999"
2447248;"The King of Marvin Gardens (1972)";"1972"
2447823;"The Lady Eve (1941)";"1941"
2447864;"The Lady Vanishes (1938)";"1938"
2448078;"The Land Girls (1998)";"1998"
2448577;"The Last Days (1998)";"1998"
2448585;"The Last Days of Disco (1998)";"1998"
2448629;"The Last Detail (1973)";"1973"
2448671;"The Last Emperor (1987)";"1987"
2448908;"The Last Klezmer: Leopold Kozlowski, His Life and Music (1994)";"1994"
2449148;"The Last Picture Show (1971)";"1971"
2449330;"The Last September (1999)";"1999"
2449449;"The Last Supper (1914)";"1914"
2449498;"The Last Temptation of Christ (1988)";"1988"
2449525;"The Last Time I Committed Suicide (1997)";"1997"
2449530;"The Last Time I Saw Paris (1954)";"1954"
2449729;"The Last of the High Kings (1996)";"1996"
2449747;"The Last of the Mohicans (1992)";"1992"
2450038;"The Lawnmower Man (1992)";"1992"
2450051;"The Lay of the Land (1997)";"1997"
2450102;"The Leading Man (1996)";"1996"
2450394;"The Legend of Lobo (1962)";"1962"
2450589;"The Leopard Son (1996)";"1996"
2450945;"The Life and Times of Hank Greenberg (1998)";"1998"
2451008;"The Life of Emile Zola (1937)";"1937"
2451328;"The Limey (1999)";"1999"
2451386;"The Line King: The Al Hirschfeld Story (1996)";"1996"
2451456;"The Lion King (1994)";"1994"
2451832;"The Little Mermaid (1989)";"1989"
2451897;"The Little Princess (1939)";"1939"
2451910;"The Little Rascals (1994)";"1994"
2451959;"The Little Shop of Horrors (1960)";"1960"
2452304;"The Locusts (1997)";"1997"
2452309;"The Lodger (1898)";"1898"
2452580;"The Long Goodbye (1973)";"1973"
2452617;"The Long Kiss Goodnight (1996)";"1996"
2452719;"The Long Walk Home (1990)";"1990"
2452768;"The Longest Day (1962)";"1962"
2452910;"The Lord of the Rings (1978)";"1978"
2452938;"The Lord's of Flatbush (1974)";"1974"
2452983;"The Loss of Sexual Innocence (1999)";"1999"
2453256;"The Lost Son (1999)";"1999"
2453314;"The Lost Weekend (1945)";"1945"
2453333;"The Lost World: Jurassic Park (1997)";"1997"
2453421;"The Love Bug (1919)";"1919"
2453494;"The Love Letter (1999)";"1999"
2453747;"The Loves of Carmen (1948)";"1948"
2453777;"The Low Life (1995)";"1995"
2454098;"The Machine (2002)";"2002"
2454234;"The Madness of King George (1994)";"1994"
2454636;"The Magnificent Seven (1960)";"1960"
2455724;"The Maltese Falcon (1941)";"1941"
2456019;"The Man Who Knew Too Little (1997)";"1997"
2456020;"The Man Who Knew Too Much (1934)";"1934"
2456021;"The Man Who Knew Too Much (1956)";"1956"
2456181;"The Man Who Would Be King (1975)";"1975"
2456218;"The Man Without a Face (1993)";"1993"
2456265;"The Man from Down Under (1943)";"1943"
2456292;"The Man from Laramie (1955)";"1955"
2456443;"The Man in the Iron Mask (1928)";"1928"
2456555;"The Man with Rain in His Shoes (1998)";"1998"
2456557;"The Man with Two Brains (1983)";"1983"
2456585;"The Man with the Golden Arm (1955)";"1955"
2456586;"The Man with the Golden Gun (1974)";"1974"
2456637;"The Manchurian Candidate (1962)";"1962"
2456741;"The Manxman (1929)";"1929"
2456944;"The Mark of Zorro (1940)";"1940"
2457168;"The Mask (1994)";"1994"
2457188;"The Mask of Zorro (1998)";"1998"
2457234;"The Masque of the Red Death (1964)";"1964"
2457384;"The Match (1999)";"1999"
2457395;"The MatchMaker (1997)";"1997"
2457441;"The Mating Habits of the Earthbound Human (1999)";"1999"
2457464;"The Matrix (1999)";"1999"
2458438;"The Mighty (1998)";"1998"
2458457;"The Mighty Ducks (1992)";"1992"
2458634;"The Million Dollar Duck (1971)";"1971"
2458858;"The Minus Man (1999)";"1999"
2458984;"The Mirror Has Two Faces (1996)";"1996"
2459227;"The Mission (1986)";"1986"
2459369;"The Mod Squad (1999)";"1999"
2459443;"The Mole People (1956)";"1956"
2459538;"The Money Pit (1986)";"1986"
2459856;"The Morning After (1986)";"1986"
2459965;"The Mosquito Coast (1986)";"1986"
2460167;"The Mountain Eagle (1926)";"1926"
2460382;"The Mummy (1932)";"1932"
2460383;"The Mummy (1959)";"1959"
2460384;"The Mummy (1999)";"1999"
2460402;"The Mummy's Curse (1944)";"1944"
2460404;"The Mummy's Ghost (1944)";"1944"
2460406;"The Mummy's Hand (1940)";"1940"
2460410;"The Mummy's Tomb (1942)";"1942"
2460419;"The Muppet Christmas Carol (1992)";"1992"
2460422;"The Muppet Movie (1979)";"1979"
2460432;"The Muppets Take Manhattan (1984)";"1984"
2460492;"The Muse (1999)";"1999"
2461007;"The Myth of Fingerprints (1997)";"1997"
2461085;"The Naked Gun 2½: The Smell of Fear (1991)";"1991"
2461086;"The Naked Gun: From the Files of Police Squad! (1988)";"1988"
2461096;"The Naked Man (1998)";"1998"
2461289;"The Natural (1984)";"1984"
2461385;"The Navigator: A Mediaeval Odyssey (1988)";"1988"
2461485;"The Negotiator (1998)";"1998"
2461549;"The Neon Bible (1995)";"1995"
2461598;"The Net (1995)";"1995"
2461618;"The NeverEnding Story (1984)";"1984"
2461620;"The Neverending Story II: The Next Chapter (1990)";"1990"
2461621;"The Neverending Story III (1994)";"1994"
2461650;"The New Age (1994)";"1994"
2462106;"The Newton Boys (1998)";"1998"
2462112;"The Next Best Thing (2000)";"2000"
2462153;"The Next Karate Kid (1994)";"1994"
2462177;"The Next Step (1997)";"1997"
2462304;"The Night Flier (1997)";"1997"
2462408;"The Night Visitor (1971)";"1971"
2462515;"The Nightmare Before Christmas (1993)";"1993"
2462595;"The Ninth Gate (1999)";"1999"
2462958;"The Nutty Professor (1963)";"1963"
2462959;"The Nutty Professor (1996)";"1996"
2463037;"The Object of My Affection (1998)";"1998"
2463128;"The Odd Couple (1968)";"1968"
2463129;"The Odd Couple II (1998)";"1998"
2463153;"The Odessa File (1974)";"1974"
2463462;"The Old Man and the Sea (1958)";"1958"
2463620;"The Omega Code (1999)";"1999"
2463622;"The Omega Man (1971)";"1971"
2463624;"The Omen (1976)";"1976"
2463946;"The Opportunists (2000)";"2000"
2463959;"The Opposite of Sex (1998)";"1998"
2464197;"The Original Kings of Comedy (2000)";"2000"
2464545;"The Other Sister (1999)";"1999"
2464635;"The Out-of-Towners (1999)";"1999"
2464684;"The Outlaw (1943)";"1943"
2464699;"The Outlaw Josey Wales (1976)";"1976"
2464777;"The Outsiders (1983)";"1983"
2464994;"The Pagemaster (1994)";"1994"
2465091;"The Pajama Game (1957)";"1957"
2465142;"The Pallbearer (1996)";"1996"
2465145;"The Palm Beach Story (1942)";"1942"
2465208;"The Paper (1994)";"1994"
2465224;"The Paper Chase (1973)";"1973"
2465279;"The Paradine Case (1947)";"1947"
2465320;"The Parent Trap (1961)";"1961"
2465321;"The Parent Trap (1998)";"1998"
2465773;"The Patriot (2000)";"2000"
2465823;"The Pawnbroker (1908)";"1908"
2465893;"The Peacemaker (1997)";"1997"
2465999;"The Pelican Brief (1993)";"1993"
2466152;"The People vs. Larry Flynt (1996)";"1996"
2466194;"The Perez Family (1995)";"1995"
2466403;"The Perfect Storm (2000)";"2000"
2466489;"The Perils of Pauline (1947)";"1947"
2466584;"The Pest (1997)";"1997"
2466643;"The Phantom (1996)";"1996"
2466743;"The Phantom of the Opera (1925)";"1925"
2466782;"The Philadelphia Story (1940)";"1940"
2466916;"The Piano (1993)";"1993"
2467141;"The Pillow Book (1996)";"1996"
2467591;"The Player (1992)";"1992"
2467606;"The Players Club (1998)";"1998"
2467655;"The Pleasure Garden (1925)";"1925"
2467993;"The Pompatus of Love (1995)";"1995"
2468093;"The Pope of Greenwich Village (1984)";"1984"
2468205;"The Portrait of a Lady (1996)";"1996"
2468209;"The Poseidon Adventure (1972)";"1972"
2468262;"The Postman (1910)";"1910"
2468266;"The Postman (1997)";"1997"
2468270;"The Postman Always Rings Twice (1981)";"1981"
2468555;"The Preacher's Wife (1996)";"1996"
2468663;"The Presidio (1988)";"1988"
2469053;"The Prince of Egypt (1998)";"1998"
2469075;"The Prince of Tides (1991)";"1991"
2469104;"The Princess Bride (1987)";"1987"
2469496;"The Producers (1967)";"1967"
2469602;"The Program (1993)";"1993"
2469755;"The Prophecy (1995)";"1995"
2469815;"The Proposition (1998)";"1998"
2469819;"The Proprietor (1996)";"1996"
2470056;"The Puppet Masters (1994)";"1994"
2470130;"The Purple Rose of Cairo (1985)";"1985"
2470287;"The Quarry (1998)";"1998"
2470444;"The Quest (1996)";"1996"
2470520;"The Quick and the Dead (1995)";"1995"
2470557;"The Quiet Man (1952)";"1952"
2470575;"The Quiet Room (1996)";"1996"
2470769;"The Rage: Carrie 2 (1999)";"1999"
2470910;"The Rainmaker (1997)";"1997"
2471102;"The Rapture (1991)";"1991"
2471175;"The Raven (1963)";"1963"
2471217;"The Razor's Edge (1984)";"1984"
2471265;"The Real Blonde (1997)";"1997"
2472087;"The Ref (1994)";"1994"
2472244;"The Relic (1997)";"1997"
2472260;"The Reluctant Debutante (1958)";"1958"
2472292;"The Remains of the Day (1993)";"1993"
2472391;"The Replacement Killers (1998)";"1998"
2472393;"The Replacements (2000)";"2000"
2472465;"The Rescuers (1977)";"1977"
2472467;"The Rescuers Down Under (1990)";"1990"
2472800;"The Return of the Pink Panther (1975)";"1975"
2472807;"The Return of the Texas Chainsaw Massacre (1994)";"1994"
2473007;"The Rich Man's Wife (1996)";"1996"
2473215;"The Right Stuff (1983)";"1983"
2473304;"The Ring (1952)";"1952"
2473585;"The River (1984)";"1984"
2473638;"The River Wild (1994)";"1994"
2473798;"The Road to El Dorado (2000)";"2000"
2473917;"The Road to Wellville (1994)";"1994"
2474020;"The Rock (1996)";"1996"
2474065;"The Rocketeer (1991)";"1991"
2474100;"The Rocky Horror Picture Show (1975)";"1975"
2474705;"The Rugrats Movie (1998)";"1998"
2474742;"The Ruling Class (1972)";"1972"
2474783;"The Run of the Country (1995)";"1995"
2474888;"The Running Man (1987)";"1987"
2475103;"The Sadness of Sex (1998)";"1998"
2475166;"The Saint (1997)";"1997"
2475195;"The Saint of Fort Washington (1993)";"1993"
2475387;"The Sandpiper (1965)";"1965"
2475423;"The Santa Clause (1994)";"1994"
2475442;"The Saphead (1920)";"1920"
2475680;"The Scarlet Letter (1926)";"1926"
2475682;"The Scarlet Letter (1995)";"1995"
2475939;"The Scout (1994)";"1994"
2476119;"The Sea Wolves (1980)";"1980"
2476201;"The Search for One-eye Jimmy (1994)";"1994"
2476233;"The Searchers (1956)";"1956"
2476335;"The Second Jungle Book: Mowgli & Baloo (1997)";"1997"
2476415;"The Secret Adventures of Tom Thumb (1993)";"1993"
2476422;"The Secret Agent (1996)";"1996"
2476484;"The Secret Garden (1993)";"1993"
2476743;"The Secret of NIMH (1982)";"1982"
2476750;"The Secret of Roan Inish (1994)";"1994"
2477259;"The Seventh Sign (1988)";"1988"
2477403;"The Shadow (1994)";"1994"
2477524;"The Shaggy D.A. (1976)";"1976"
2477525;"The Shaggy Dog (1959)";"1959"
2477653;"The Shawshank Redemption (1994)";"1994"
2477732;"The Sheltering Sky (1990)";"1990"
2477894;"The Shining (1980)";"1980"
2477986;"The Shooter (1995)";"1995"
2478017;"The Shop Around the Corner (1940)";"1940"
2478105;"The Show (1995)";"1995"
2478286;"The Siege (1998)";"1998"
2478414;"The Silence of the Lambs (1991)";"1991"
2479024;"The Sixth Man (1997)";"1997"
2479029;"The Sixth Sense (1999)";"1999"
2479085;"The Skin Game (1931)";"1931"
2479134;"The Skulls (2000)";"2000"
2479393;"The Slipper and the Rose: The Story of Cinderella (1976)";"1976"
2479418;"The Slumber Party Massacre (1982)";"1982"
2479771;"The Snows of Kilimanjaro (1952)";"1952"
2479989;"The Son of the Sheik (1926)";"1926"
2480294;"The Sound of Music (1965)";"1965"
2480359;"The Source (1918)";"1918"
2480499;"The Spanish Prisoner (1997)";"1997"
2480572;"The Specialist (1994)";"1994"
2480579;"The Specials (2000)";"2000"
2480764;"The Spiral Staircase (1945)";"1945"
2480924;"The Spitfire Grill (1996)";"1996"
2481073;"The Spy Who Loved Me (1977)";"1977"
2481424;"The Stars Fell on Henrietta (1995)";"1995"
2481584;"The Stepford Wives (1975)";"1975"
2481636;"The Sticky Fingers of Time (1997)";"1997"
2481665;"The Sting (1973)";"1973"
2482169;"The Story of Us (1999)";"1999"
2482282;"The Straight Story (1999)";"1999"
2482401;"The Stranger (1994)";"1994"
2482834;"The Stupids (1996)";"1996"
2482876;"The Substance of Fire (1996)";"1996"
2482887;"The Substitute (1996)";"1996"
2482925;"The Suburbans (1999)";"1999"
2482984;"The Sugarland Express (1974)";"1974"
2483077;"The Sum of Us (1994)";"1994"
2483187;"The Sunchaser (1996)";"1996"
2483470;"The Swan Princess (1994)";"1994"
2483519;"The Sweet Hereafter (1997)";"1997"
2483674;"The Sword in the Stone (1963)";"1963"
2483838;"The Taking of Pelham One Two Three (1974)";"1974"
2483957;"The Talented Mr. Ripley (1999)";"1999"
2484054;"The Taming of the Shrew (1967)";"1967"
2484082;"The Tango Lesson (1997)";"1997"
2484104;"The Tao of Steve (2000)";"2000"
2484656;"The Terminator (1984)";"1984"
2484852;"The Texas Chainsaw Massacre (2003)";"2003"
2484853;"The Texas Chainsaw Massacre 2 (1986)";"1986"
2484924;"The Theory of Flight (1998)";"1998"
2485001;"The Thin Blue Line (1988)";"1988"
2485008;"The Thin Man (1934)";"1934"
2485013;"The Thin Red Line (1998)";"1998"
2485015;"The Thing (1982)";"1982"
2485041;"The Thing from Another World (1951)";"1951"
2485156;"The Third Man (1949)";"1949"
2485163;"The Third Miracle (1999)";"1999"
2485237;"The Thirteenth Floor (1999)";"1999"
2485256;"The Thomas Crown Affair (1968)";"1968"
2485257;"The Thomas Crown Affair (1999)";"1999"
2485327;"The Three Caballeros (1944)";"1944"
2485393;"The Three Musketeers (1993)";"1993"
2485547;"The Tic Code (1999)";"1999"
2485620;"The Tie That Binds (1995)";"1995"
2485682;"The Tigger Movie (2000)";"2000"
2485831;"The Tingler (1959)";"1959"
2485971;"The Tomb of Ligeia (1964)";"1964"
2486246;"The Towering Inferno (1974)";"1974"
2486283;"The Toxic Avenger (1984)";"1984"
2486285;"The Toxic Avenger Part II (1989)";"1989"
2486286;"The Toxic Avenger Part III: The Last Temptation of Toxie (1989)";"1989"
2486655;"The Transformers: The Movie (1986)";"1986"
2486817;"The Treasure of the Sierra Madre (1948)";"1948"
2487055;"The Trigger Effect (1996)";"1996"
2487095;"The Trip to Bountiful (1985)";"1985"
2487210;"The Trouble with Harry (1955)";"1955"
2487295;"The Truce (2001)";"2001"
2487366;"The Truman Show (1998)";"1998"
2487415;"The Truth About Cats & Dogs (1996)";"1996"
2487653;"The Turning (1992)";"1992"
2487726;"The Twelve Chairs (1970)";"1970"
2487884;"The Two Jakes (1990)";"1990"
2488034;"The Ugly (1997)";"1997"
2488227;"The Unbearable Lightness of Being (1988)";"1988"
2488375;"The Underneath (2013)";"2013"
2488990;"The Untouchables (1987)";"1987"
2489145;"The Usual Suspects (1995)";"1995"
2489362;"The Van (1996)";"1996"
2489534;"The Velocity of Gary* *(Not His Real Name) (1998)";"1998"
2489627;"The Verdict (1982)";"1982"
2489677;"The Very Thought of You (1944)";"1944"
2490074;"The Virgin Suicides (1999)";"1999"
2490655;"The Waiting Game (1999)";"1999"
2490779;"The Walking Dead (1995)";"1995"
2490945;"The War (1994)";"1994"
2490998;"The War Room (1993)";"1993"
2491016;"The War Zone (1999)";"1999"
2491020;"The War at Home (1996)";"1996"
2491068;"The War of the Worlds (1953)";"1953"
2491248;"The Watcher (1978)";"1978"
2491349;"The Waterboy (1998)";"1998"
2491493;"The Way We Were (1973)";"1973"
2491565;"The Way of the Gun (2000)";"2000"
2491802;"The Wedding Gift (2006)";"2006"
2491830;"The Wedding Singer (1998)";"1998"
2492491;"The Whole Nine Yards (2000)";"2000"
2492509;"The Whole Wide World (1996)";"1996"
2492644;"The Wife (1995)";"1995"
2492725;"The Wild Bunch (1969)";"1969"
2492771;"The Wild McCullochs (1975)";"1975"
2493094;"The Wings of the Dove (1997)";"1997"
2493184;"The Winslow Boy (1948)";"1948"
2493193;"The Winter Guest (1997)";"1997"
2493239;"The Wisdom of Crocodiles (1998)";"1998"
2493444;"The Wizard of Oz (1939)";"1939"
2493503;"The Wolf Man (1941)";"1941"
2493709;"The Woman in Question (1950)";"1950"
2493775;"The Women (1939)";"1939"
2493900;"The Wood (1999)";"1999"
2494140;"The World Is Not Enough (1999)";"1999"
2494739;"The Wrong Man (1956)";"1956"
2494787;"The Wrong Trousers (1993)";"1993"
2494814;"The X Files (1998)";"1998"
2494890;"The Yards (2000)";"2000"
2494910;"The Year My Voice Broke (1987)";"1987"
2494924;"The Year of Living Dangerously (1982)";"1982"
2495198;"The Young Poisoner's Handbook (1995)";"1995"
2495779;"Thelma & Louise (1991)";"1991"
2495820;"Them! (1954)";"1954"
2496353;"There's Something About Mary (1998)";"1998"
2496608;"They Bite (1996)";"1996"
2496767;"They Made Me a Criminal (1939)";"1939"
2496783;"They Might Be Giants (1971)";"1971"
2496840;"They Shoot Horses, Don't They? (1969)";"1969"
2497211;"Things Change (1988)";"1988"
2497303;"Things to Do in Denver When You're Dead (1995)";"1995"
2497412;"Thinner (1996)";"1996"
2497499;"Third World Cop (1999)";"1999"
2497612;"Thirty Two Short Films About Glenn Gould (1993)";"1993"
2498040;"This Is My Father (1998/I)";"1998"
2498143;"This Is Spinal Tap (1984)";"1984"
2498578;"This World, Then the Fireworks (1997)";"1997"
2498766;"Thomas and the Magic Railroad (2000)";"2000"
2499216;"Three Ages (1923)";"1923"
2499368;"Three Days of the Condor (1975)";"1975"
2499488;"Three Kings (1999)";"1999"
2499704;"Three Seasons (1999)";"1999"
2499854;"Three Wishes (1995)";"1995"
2499970;"Three to Tango (1999)";"1999"
2500022;"Threesome (1994)";"1994"
2500735;"Thumbelina (1994)";"1994"
2500886;"Thunderball (1965)";"1965"
2500912;"Thunderbolt and Lightfoot (1974)";"1974"
2501253;"Tian guo ni zi (1995)";"1995"
2501343;"Tian yu (1998)";"1998"
2502098;"Tierra y libertad (1978)";"1978"
2502334;"Tigerland (2000)";"2000"
2502501;"Tigrero: A Film That Was Never Made (1994)";"1994"
2503087;"Time Bandits (1981)";"1981"
2503124;"Time Code (2005)";"2005"
2503342;"Time Tracers (1997)";"1997"
2503584;"Timecop (1994)";"1994"
2503810;"Tin Cup (1996)";"1996"
2503827;"Tin Men (1987)";"1987"
2504015;"Tinseltown (1980)";"1980"
2504449;"Titan A.E. (2000)";"2000"
2504464;"Titanic (1953)";"1953"
2504469;"Titanic (1997)";"1997"
2504794;"Titus (1999)";"1999"
2504995;"To Be or Not to Be (1942)";"1942"
2505066;"To Catch a Thief (1955)";"1955"
2505091;"To Cross the Rubicon (1991)";"1991"
2505110;"To Die For (1995)";"1995"
2505183;"To Gillian on Her 37th Birthday (1996)";"1996"
2505263;"To Kill a Mockingbird (1962)";"1962"
2505515;"To Sir, with Love (1967)";"1967"
2505595;"To Wong Foo Thanks for Everything, Julie Newmar (1995)";"1995"
2506826;"Todo sobre mi madre (1999)";"1999"
2507383;"Tokyo Fist (1995)";"1995"
2507620;"Tom & Viv (1994)";"1994"
2507690;"Tom Jones (1963)";"1963"
2507787;"Tom and Huck (1995)";"1995"
2508020;"Tombstone (1993)";"1993"
2508085;"Tommy (1975)";"1975"
2508103;"Tommy Boy (1995)";"1995"
2508265;"Tomorrow Never Dies (1997)";"1997"
2509455;"Top Gun (1986)";"1986"
2509481;"Top Hat (1935)";"1935"
2509643;"Topaz (1969)";"1969"
2509799;"Topsy-Turvy (1999)";"1999"
2509841;"Tora! Tora! Tora! (1970)";"1970"
2510141;"Torn Curtain (1966)";"1966"
2510661;"Total Eclipse (1995)";"1995"
2510683;"Total Recall (1990)";"1990"
2511051;"Touch (1997)";"1997"
2511131;"Touch of Evil (1958)";"1958"
2511307;"Tough Guys (1986)";"1986"
2511419;"Touki Bouki (1973)";"1973"
2512048;"Toy Story (1995)";"1995"
2512050;"Toy Story 2 (1999)";"1999"
2512132;"Toys (1992)";"1992"
2512542;"Trading Places (1983)";"1983"
2513057;"Train Ride to Hollywood (1975)";"1975"
2513082;"Train de vie (1998)";"1998"
2513237;"Trainspotting (1996)";"1996"
2513519;"Trans (1998)";"1998"
2514865;"Traveller (1997)";"1997"
2514980;"Travolti da un insolito destino nell'azzurro mare d'agosto (1974)";"1974"
2515489;"Trees Lounge (1996)";"1996"
2515573;"Trekkies (1997)";"1997"
2516147;"Trial and Error (1997)";"1997"
2516166;"Trial by Jury (1994)";"1994"
2516358;"Trick (1999)";"1999"
2516406;"Trick or Treat (1986)";"1986"
2517067;"Trippin' (1999)";"1999"
2517305;"Trixie (2000)";"2000"
2517391;"Trois (2000)";"2000"
2517414;"Trois couleurs: Blanc (1994)";"1994"
2517415;"Trois couleurs: Bleu (1993)";"1993"
2517416;"Trois couleurs: Rouge (1994)";"1994"
2517491;"Trois vies et une seule mort (1996)";"1996"
2518007;"Trouble in Paradise (1932)";"1932"
2518391;"True Crime (1999)";"1999"
2518423;"True Grit (1969)";"1969"
2518451;"True Lies (1994)";"1994"
2518541;"True Romance (1993)";"1993"
2518736;"Trust (1990)";"1990"
2518905;"Truth or Consequences, N.M. (1997)";"1997"
2519338;"Tsubaki Sanjûrô (1962)";"1962"
2520062;"Tui shou (1992)";"1992"
2520326;"Tumbleweeds (1999)";"1999"
2520706;"Turbo: A Power Rangers Movie (1997)";"1997"
2520712;"Turbulence (1997)";"1997"
2520896;"Turn It Up (2000)";"2000"
2521170;"Turtle Diary (1985)";"1985"
2521605;"Twelfth Night (1910)";"1910"
2521652;"Twelve Monkeys (1995)";"1995"
2521851;"Twilight (1998)";"1998"
2521986;"Twin Falls Idaho (1999)";"1999"
2522004;"Twin Peaks: Fire Walk with Me (1992)";"1992"
2522027;"Twin Town (1997)";"1997"
2522182;"Twisted (1996)";"1996"
2522318;"Twister (1996)";"1996"
2522447;"Two Bits (1995)";"1995"
2522562;"Two Deaths (1995)";"1995"
2522618;"Two Family House (2000)";"2000"
2522651;"Two Friends (2009)";"2009"
2522674;"Two Girls and a Guy (1997)";"1997"
2522758;"Two If by Sea (1996)";"1996"
2522948;"Two Moon Junction (1988)";"1988"
2522957;"Two Much (1995)";"1995"
2523180;"Two Thousand Maniacs! (1964)";"1964"
2524414;"U Turn (1997)";"1997"
2524549;"U-571 (2000)";"2000"
2524640;"U.S. Marshals (1998)";"1998"
2524696;"U2: Rattle and Hum (1988)";"1988"
2525819;"Ulee's Gold (1997)";"1997"
2525874;"Ulisse (1954)";"1954"
2527825;"Un divan à New York (1996)";"1996"
2528355;"Un homme et une femme (1966)";"1966"
2528406;"Un indien dans la ville (1994)";"1994"
2529538;"Un été inoubliable (1994)";"1994"
2531186;"Und keiner weint mir nach (1996)";"1996"
2531311;"Under Capricorn (1949)";"1949"
2531457;"Under Siege (1992)";"1992"
2531460;"Under Siege 2: Dark Territory (1995)";"1995"
2531488;"Under Suspicion (2000)";"2000"
2531770;"Under the Rainbow (1981)";"1981"
2532030;"Underground (1995)";"1995"
2532198;"Underworld (1927)";"1927"
2532812;"Une liaison pornographique (1999)";"1999"
2533425;"Unforgettable (1996)";"1996"
2533451;"Unforgiven (1992)";"1992"
2533461;"Unforgotten: Twenty-Five Years After Willowbrook (1996)";"1996"
2533625;"Unhook the Stars (1996)";"1996"
2533992;"Universal Soldier (1992)";"1992"
2533997;"Universal Soldier: The Return (1999)";"1999"
2534991;"Unstrung Heroes (1995)";"1995"
2536738;"Unzipped (1995)";"1995"
2536827;"Up Close & Personal (1996)";"1996"
2537109;"Up at the Villa (2000)";"2000"
2537149;"Up in Smoke (1978)";"1978"
2537704;"Urban Legend (1998)";"1998"
2537710;"Urban Legends: Final Cut (2000)";"2000"
2537793;"Urbania (2000)";"2000"
2538575;"Utomlyonnye solntsem (1994)";"1994"
2539567;"Vacation (1983)";"1983"
2540772;"Vampire in Brooklyn (1995)";"1995"
2540794;"Vampires (1998)";"1998"
2541368;"Vanya on 42nd Street (1994)";"1994"
2541694;"Varsity Blues (1999)";"1999"
2542489;"Vegas Vacation (1997)";"1997"
2542878;"Velvet Goldmine (1998)";"1998"
2543337;"Venice/Venice (1992)";"1992"
2544143;"Vermin (2006)";"2006"
2544156;"Vermont Is for Lovers (1992)";"1992"
2544531;"Vertigo (1958)";"1958"
2544594;"Very Bad Things (1998)";"1998"
2545159;"Viagem ao Princípio do Mundo (1997)";"1997"
2545380;"Vibes (1988)";"1988"
2545754;"Victor Victoria (1982)";"1982"
2547352;"Village of the Damned (1960)";"1960"
2547353;"Village of the Damned (1995)";"1995"
2547971;"Violets Are Blue... (1986)";"1986"
2548449;"Virtuosity (1995)";"1995"
2548478;"Virus (1999)";"1999"
2550559;"Volcano (1997)";"1997"
2550858;"Volunteers (1985)";"1985"
2551701;"Voyage of the Damned (1976)";"1976"
2551718;"Voyage to the Bottom of the Sea (1961)";"1961"
2553800;"Wag the Dog (1997)";"1997"
2554203;"Waiting for Guffman (1996)";"1996"
2554361;"Waiting to Exhale (1995)";"1995"
2554662;"Waking Ned (1998)";"1998"
2554699;"Waking the Dead (2000)";"2000"
